Номер,Файл_Excel,Sheet_ID,Название_проекта,Google_Sheets_URL,Статус_поиска
1,google_sheet_20250923_094851.xlsx,google_sheet_20250923_094851,,,Не найдена
2,google_sheet_20250923_094858.xlsx,google_sheet_20250923_094858,,,Не найдена
3,google_sheet_20250923_094907.xlsx,google_sheet_20250923_094907,,,Не найдена
4,google_sheet_20250923_094914.xlsx,google_sheet_20250923_094914,,,Не найдена
5,google_sheet_20250923_094920.xlsx,google_sheet_20250923_094920,,,Не найдена
6,google_sheet_20250923_094925.xlsx,google_sheet_20250923_094925,,,Не найдена
7,google_sheet_20250923_094933.xlsx,google_sheet_20250923_094933,,,Не найдена
8,google_sheet_20250923_094946.xlsx,google_sheet_20250923_094946,,,Не найдена
9,google_sheet_20250923_094954.xlsx,google_sheet_20250923_094954,,,Не найдена
10,google_sheet_20250923_095001.xlsx,google_sheet_20250923_095001,,,Не найдена
11,google_sheet_20250923_095025.xlsx,google_sheet_20250923_095025,,,Не найдена
12,google_sheet_20250923_095032.xlsx,google_sheet_20250923_095032,,,Не найдена
13,google_sheet_20250923_095040.xlsx,google_sheet_20250923_095040,,,Не найдена
14,google_sheet_20250923_095047.xlsx,google_sheet_20250923_095047,,,Не найдена
15,google_sheet_20250923_095052.xlsx,google_sheet_20250923_095052,,,Не найдена
16,google_sheet_20250923_095126.xlsx,google_sheet_20250923_095126,,,Не найдена
17,google_sheet_20250923_095133.xlsx,google_sheet_20250923_095133,,,Не найдена
18,google_sheet_20250923_095143.xlsx,google_sheet_20250923_095143,,,Не найдена
19,google_sheet_20250923_100041.xlsx,google_sheet_20250923_100041,,,Не найдена
20,google_sheet_20250923_100121.xlsx,google_sheet_20250923_100121,,,Не найдена
21,google_sheet_20250923_151725.xlsx,google_sheet_20250923_151725,,,Не найдена
22,google_sheet_20250923_151729.xlsx,google_sheet_20250923_151729,,,Не найдена
23,google_sheet_20250923_151737.xlsx,google_sheet_20250923_151737,,,Не найдена
24,google_sheet_20250923_151800.xlsx,google_sheet_20250923_151800,,,Не найдена
25,google_sheet_20250923_151811.xlsx,google_sheet_20250923_151811,,,Не найдена
26,google_sheet_20250923_151819.xlsx,google_sheet_20250923_151819,,,Не найдена
27,google_sheet_20250923_151824.xlsx,google_sheet_20250923_151824,,,Не найдена
28,google_sheet_20250923_151834.xlsx,google_sheet_20250923_151834,,,Не найдена
29,google_sheet_20250923_151843.xlsx,google_sheet_20250923_151843,,,Не найдена
30,google_sheet_20250923_151856.xlsx,google_sheet_20250923_151856,,,Не найдена
31,google_sheet_20250923_151904.xlsx,google_sheet_20250923_151904,,,Не найдена
32,google_sheet_20250923_151915.xlsx,google_sheet_20250923_151915,,,Не найдена
33,google_sheet_20250923_151924.xlsx,google_sheet_20250923_151924,,,Не найдена
34,google_sheet_20250923_151933.xlsx,google_sheet_20250923_151933,,,Не найдена
35,google_sheet_20250923_151942.xlsx,google_sheet_20250923_151942,,,Не найдена
36,google_sheet_20250923_151947.xlsx,google_sheet_20250923_151947,,,Не найдена
37,google_sheet_20250923_151958.xlsx,google_sheet_20250923_151958,,,Не найдена
38,google_sheet_20250923_152008.xlsx,google_sheet_20250923_152008,,,Не найдена
39,google_sheet_20250923_152020.xlsx,google_sheet_20250923_152020,,,Не найдена
40,google_sheet_20250923_152032.xlsx,google_sheet_20250923_152032,,,Не найдена
41,google_sheet_20250923_152042.xlsx,google_sheet_20250923_152042,,,Не найдена
42,google_sheet_20250923_152058.xlsx,google_sheet_20250923_152058,,,Не найдена
43,google_sheet_20250923_152104.xlsx,google_sheet_20250923_152104,,,Не найдена
44,google_sheet_20250923_152114.xlsx,google_sheet_20250923_152114,,,Не найдена
45,google_sheet_20250923_152125.xlsx,google_sheet_20250923_152125,,,Не найдена
46,google_sheet_20250923_152134.xlsx,google_sheet_20250923_152134,,,Не найдена
47,google_sheet_20250923_152145.xlsx,google_sheet_20250923_152145,,,Не найдена
48,google_sheet_20250923_152516.xlsx,google_sheet_20250923_152516,,,Не найдена
49,google_sheet_20250923_152539.xlsx,google_sheet_20250923_152539,,,Не найдена
50,google_sheet_20250923_152550.xlsx,google_sheet_20250923_152550,,,Не найдена
51,google_sheet_20250923_152608.xlsx,google_sheet_20250923_152608,,,Не найдена
52,google_sheet_20250923_152623.xlsx,google_sheet_20250923_152623,,,Не найдена
53,google_sheet_20250923_152639.xlsx,google_sheet_20250923_152639,,,Не найдена
54,google_sheet_20250923_152655.xlsx,google_sheet_20250923_152655,,,Не найдена
55,google_sheet_20250923_152712.xlsx,google_sheet_20250923_152712,,,Не найдена
56,google_sheet_20250923_152731.xlsx,google_sheet_20250923_152731,,,Не найдена
57,google_sheet_20250923_152749.xlsx,google_sheet_20250923_152749,,,Не найдена
58,google_sheet_20250923_152807.xlsx,google_sheet_20250923_152807,,,Не найдена
59,google_sheet_20250923_152825.xlsx,google_sheet_20250923_152825,,,Не найдена
60,google_sheet_20250923_152844.xlsx,google_sheet_20250923_152844,,,Не найдена
61,google_sheet_20250923_152902.xlsx,google_sheet_20250923_152902,,,Не найдена
62,google_sheet_20250923_153031.xlsx,google_sheet_20250923_153031,,,Не найдена
63,google_sheet_20250923_153051.xlsx,google_sheet_20250923_153051,,,Не найдена
64,google_sheet_20250923_153522.xlsx,google_sheet_20250923_153522,,,Не найдена
65,google_sheet_20250923_153626.xlsx,google_sheet_20250923_153626,,,Не найдена
66,google_sheet_20250923_154121.xlsx,google_sheet_20250923_154121,,,Не найдена
67,google_sheet_20250923_154131.xlsx,google_sheet_20250923_154131,,,Не найдена
68,google_sheet_20250923_154154.xlsx,google_sheet_20250923_154154,,,Не найдена
69,google_sheet_20250923_154201.xlsx,google_sheet_20250923_154201,,,Не найдена
70,google_sheet_20250923_154219.xlsx,google_sheet_20250923_154219,,,Не найдена
71,google_sheet_20250923_154232.xlsx,google_sheet_20250923_154232,,,Не найдена
72,google_sheet_20250923_154246.xlsx,google_sheet_20250923_154246,,,Не найдена
73,google_sheet_20250923_154254.xlsx,google_sheet_20250923_154254,,,Не найдена
74,google_sheet_20250923_154306.xlsx,google_sheet_20250923_154306,,,Не найдена
75,google_sheet_20250923_154313.xlsx,google_sheet_20250923_154313,,,Не найдена
76,google_sheet_20250923_154325.xlsx,google_sheet_20250923_154325,,,Не найдена
77,google_sheet_20250923_154339.xlsx,google_sheet_20250923_154339,,,Не найдена
78,google_sheet_20250923_154349.xlsx,google_sheet_20250923_154349,,,Не найдена
79,google_sheet_20250923_154404.xlsx,google_sheet_20250923_154404,,,Не найдена
80,google_sheet_20250923_154510.xlsx,google_sheet_20250923_154510,,,Не найдена
81,google_sheet_20250923_154517.xlsx,google_sheet_20250923_154517,,,Не найдена
82,google_sheet_20250923_154527.xlsx,google_sheet_20250923_154527,,,Не найдена
83,google_sheet_20250923_154535.xlsx,google_sheet_20250923_154535,,,Не найдена
84,google_sheet_20250923_154544.xlsx,google_sheet_20250923_154544,,,Не найдена
85,google_sheet_20250923_154649.xlsx,google_sheet_20250923_154649,,,Не найдена
86,google_sheet_20250923_154658.xlsx,google_sheet_20250923_154658,,,Не найдена
87,google_sheet_20250923_154710.xlsx,google_sheet_20250923_154710,,,Не найдена
88,google_sheet_20250923_154721.xlsx,google_sheet_20250923_154721,,,Не найдена
89,google_sheet_20250923_154734.xlsx,google_sheet_20250923_154734,,,Не найдена
90,google_sheet_20250923_154748.xlsx,google_sheet_20250923_154748,,,Не найдена
91,google_sheet_20250923_Просчет-Межд_DSIR_Ruwaida__Брендированные_теннисны_1758711322.xlsx,google_sheet_20250923_Просчет-Межд_DSIR_Ruwaida__Брендированные_теннисны_1758711322,,,Не найдена
92,google_sheet_20250923_Просчет-Межд_DSIR_Ruwaida__Брендированные_теннисны_excel.xlsx,google_sheet_20250923_Просчет-Межд_DSIR_Ruwaida__Брендированные_теннисны_excel,,,Не найдена
93,google_sheet_20250923_Просчет-Межд_Gold_Apple__Мерч_на_продажу_1000-2000_1758711326.xlsx,google_sheet_20250923_Просчет-Межд_Gold_Apple__Мерч_на_продажу_1000-2000_1758711326,,,Не найдена
94,google_sheet_20250923_Просчет-Межд_Gold_Apple__Мерч_на_продажу_1000-2000_excel.xlsx,google_sheet_20250923_Просчет-Межд_Gold_Apple__Мерч_на_продажу_1000-2000_excel,,,Не найдена
95,google_sheet_20250923_Просчет-Межд_Gold_Apple__Стикеры_120тыс_шт_27-05-2_1758711329.xlsx,google_sheet_20250923_Просчет-Межд_Gold_Apple__Стикеры_120тыс_шт_27-05-2_1758711329,,,Не найдена
96,google_sheet_20250923_Просчет-Межд_Gold_Apple__Стикеры_120тыс_шт_27-05-2_csv.xlsx,google_sheet_20250923_Просчет-Межд_Gold_Apple__Стикеры_120тыс_шт_27-05-2_csv,,,Не найдена
97,google_sheet_20250923_Просчет-Межд_Gold_Apple__Стикеры_120тыс_шт_27-05-2_excel.xlsx,google_sheet_20250923_Просчет-Межд_Gold_Apple__Стикеры_120тыс_шт_27-05-2_excel,,,Не найдена
98,google_sheet_20250923_Просчет-Межд_Zamna_Group__Веер_-_5000_шт_30-04-202_1758711332.xlsx,google_sheet_20250923_Просчет-Межд_Zamna_Group__Веер_-_5000_шт_30-04-202_1758711332,,,Не найдена
99,google_sheet_20250923_Просчет-Межд_Zamna_Group__Веер_-_5000_шт_30-04-202_excel.xlsx,google_sheet_20250923_Просчет-Межд_Zamna_Group__Веер_-_5000_шт_30-04-202_excel,,,Не найдена
100,google_sheet_20250923_Просчет-ОАЭ_BHM_Capital__Подарки_партнерам_6_катег_1758711334.xlsx,google_sheet_20250923_Просчет-ОАЭ_BHM_Capital__Подарки_партнерам_6_катег_1758711334,,,Не найдена
101,google_sheet_20250923_Просчет-ОАЭ_BHM_Capital__Подарки_партнерам_6_катег_csv.xlsx,google_sheet_20250923_Просчет-ОАЭ_BHM_Capital__Подарки_партнерам_6_катег_csv,,,Не найдена
102,google_sheet_20250923_Просчет-ОАЭ_BHM_Capital__Подарки_партнерам_6_катег_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_BHM_Capital__Подарки_партнерам_6_катег_excel,,,Не найдена
103,google_sheet_20250923_Просчет-ОАЭ_Burjeel_Holdings_Saheer__Бутылки_и_кер_1758711337.xlsx,google_sheet_20250923_Просчет-ОАЭ_Burjeel_Holdings_Saheer__Бутылки_и_кер_1758711337,,,Не найдена
104,google_sheet_20250923_Просчет-ОАЭ_Burjeel_Holdings_Saheer__Бутылки_и_кер_csv.xlsx,google_sheet_20250923_Просчет-ОАЭ_Burjeel_Holdings_Saheer__Бутылки_и_кер_csv,,,Не найдена
105,google_sheet_20250923_Просчет-ОАЭ_Burjeel_Holdings_Saheer__Бутылки_и_кер_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Burjeel_Holdings_Saheer__Бутылки_и_кер_excel,,,Не найдена
106,google_sheet_20250923_Просчет-ОАЭ_Elation_Avenue_Joanna__Пляжные_товары__1758711339.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elation_Avenue_Joanna__Пляжные_товары__1758711339,,,Не найдена
107,google_sheet_20250923_Просчет-ОАЭ_Elation_Avenue_Joanna__Пляжные_товары__csv.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elation_Avenue_Joanna__Пляжные_товары__csv,,,Не найдена
108,google_sheet_20250923_Просчет-ОАЭ_Elation_Avenue_Joanna__Пляжные_товары__excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elation_Avenue_Joanna__Пляжные_товары__excel,,,Не найдена
109,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Мерч_для_парт_1758711342.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Мерч_для_парт_1758711342,,,Не найдена
110,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Мерч_для_парт_csv.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Мерч_для_парт_csv,,,Не найдена
111,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Мерч_для_парт_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Мерч_для_парт_excel,,,Не найдена
112,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Флешка_225_шт_1758711345.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Флешка_225_шт_1758711345,,,Не найдена
113,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Флешка_225_шт_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Group_Holding_LTD__Флешка_225_шт_excel,,,Не найдена
114,google_sheet_20250923_Просчет-ОАЭ_Elite_Merit_Real_Estate__Брелок_и_сумк_1758711349.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Merit_Real_Estate__Брелок_и_сумк_1758711349,,,Не найдена
115,google_sheet_20250923_Просчет-ОАЭ_Elite_Merit_Real_Estate__Брелок_и_сумк_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Merit_Real_Estate__Брелок_и_сумк_excel,,,Не найдена
116,google_sheet_20250923_Просчет-ОАЭ_Elite_Merit_Real_Estate__Ежедневники_2_1758711351.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Merit_Real_Estate__Ежедневники_2_1758711351,,,Не найдена
117,google_sheet_20250923_Просчет-ОАЭ_Elite_Merit_Real_Estate__Ежедневники_2_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Elite_Merit_Real_Estate__Ежедневники_2_excel,,,Не найдена
118,google_sheet_20250923_Просчет-ОАЭ_Gold_Apple__Пакеты_40000-3000000шт_06-_1758711353.xlsx,google_sheet_20250923_Просчет-ОАЭ_Gold_Apple__Пакеты_40000-3000000шт_06-_1758711353,,,Не найдена
119,google_sheet_20250923_Просчет-ОАЭ_Gold_Apple__Пакеты_40000-3000000шт_06-_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Gold_Apple__Пакеты_40000-3000000шт_06-_excel,,,Не найдена
120,google_sheet_20250923_Просчет-ОАЭ_ISD_-_футбольный_клуб__Мерч_3_категори_1758711355.xlsx,google_sheet_20250923_Просчет-ОАЭ_ISD_-_футбольный_клуб__Мерч_3_категори_1758711355,,,Не найдена
121,google_sheet_20250923_Просчет-ОАЭ_ISD_-_футбольный_клуб__Мерч_3_категори_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_ISD_-_футбольный_клуб__Мерч_3_категори_excel,,,Не найдена
122,google_sheet_20250923_Просчет-ОАЭ_Media_Makers__Таблетницы_100тыс_шт_21-_1758711357.xlsx,google_sheet_20250923_Просчет-ОАЭ_Media_Makers__Таблетницы_100тыс_шт_21-_1758711357,,,Не найдена
123,google_sheet_20250923_Просчет-ОАЭ_Media_Makers__Таблетницы_100тыс_шт_21-_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Media_Makers__Таблетницы_100тыс_шт_21-_excel,,,Не найдена
124,google_sheet_20250923_Просчет-ОАЭ_Miriyam_Skin_Care__500шт_мягких_игруше_1758711360.xlsx,google_sheet_20250923_Просчет-ОАЭ_Miriyam_Skin_Care__500шт_мягких_игруше_1758711360,,,Не найдена
125,google_sheet_20250923_Просчет-ОАЭ_Miriyam_Skin_Care__500шт_мягких_игруше_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Miriyam_Skin_Care__500шт_мягких_игруше_excel,,,Не найдена
126,google_sheet_20250923_Просчет-ОАЭ_Ольга_Group_IB__Коробочки_под_значки_-_1758711363.xlsx,google_sheet_20250923_Просчет-ОАЭ_Ольга_Group_IB__Коробочки_под_значки_-_1758711363,,,Не найдена
127,google_sheet_20250923_Просчет-ОАЭ_Ольга_Group_IB__Коробочки_под_значки_-_excel.xlsx,google_sheet_20250923_Просчет-ОАЭ_Ольга_Group_IB__Коробочки_под_значки_-_excel,,,Не найдена
128,google_sheet_20250923_Просчет-РФ_79779040266__Рюкзак_для_пикника_с_холод_1758711369.xlsx,google_sheet_20250923_Просчет-РФ_79779040266__Рюкзак_для_пикника_с_холод_1758711369,,,Не найдена
129,google_sheet_20250923_Просчет-РФ_79779040266__Рюкзак_для_пикника_с_холод_excel.xlsx,google_sheet_20250923_Просчет-РФ_79779040266__Рюкзак_для_пикника_с_холод_excel,,,Не найдена
130,google_sheet_20250923_Просчет-РФ_83285_ЛК_Автомобильная_коллекция_4кварт_1758711367.xlsx,google_sheet_20250923_Просчет-РФ_83285_ЛК_Автомобильная_коллекция_4кварт_1758711367,,,Не найдена
131,google_sheet_20250923_Просчет-РФ_83285_ЛК_Автомобильная_коллекция_4кварт_csv.xlsx,google_sheet_20250923_Просчет-РФ_83285_ЛК_Автомобильная_коллекция_4кварт_csv,,,Не найдена
132,google_sheet_20250923_Просчет-РФ_83285_ЛК_Автомобильная_коллекция_4кварт_excel.xlsx,google_sheet_20250923_Просчет-РФ_83285_ЛК_Автомобильная_коллекция_4кварт_excel,,,Не найдена
133,google_sheet_20250923_Просчет-РФ_FW_Игра_Дженга_-_2_вариант_посчитать_-__1758711372.xlsx,google_sheet_20250923_Просчет-РФ_FW_Игра_Дженга_-_2_вариант_посчитать_-__1758711372,,,Не найдена
134,google_sheet_20250923_Просчет-РФ_FW_Игра_Дженга_-_2_вариант_посчитать_-__excel.xlsx,google_sheet_20250923_Просчет-РФ_FW_Игра_Дженга_-_2_вариант_посчитать_-__excel,,,Не найдена
135,google_sheet_20250923_Просчет-РФ_FW_Подставка_для_ноутбука_и_планшета_Sc_excel.xlsx,google_sheet_20250923_Просчет-РФ_FW_Подставка_для_ноутбука_и_планшета_Sc_excel,,,Не найдена
136,original_sheet.xlsx,original_sheet,,https://docs.google.com/spreadsheets/d/original_sheet,Найдена (в SheetMetadata)
137,sheet_1-5pUbx__1758278401.xlsx,sheet_1-5pUbx__1758278401,,https://docs.google.com/spreadsheets/d/sheet_1-5pUbx__1758278401,Найдена (в SheetMetadata)
138,sheet_12fQQJFP_1758278191.xlsx,sheet_12fQQJFP_1758278191,,https://docs.google.com/spreadsheets/d/sheet_12fQQJFP_1758278191,Найдена (в SheetMetadata)
139,sheet_15ipEk2j_1758278196.xlsx,sheet_15ipEk2j_1758278196,,https://docs.google.com/spreadsheets/d/sheet_15ipEk2j_1758278196,Найдена (в SheetMetadata)
140,sheet_17MYSsxo_public.xlsx,sheet_17MYSsxo_public,,https://docs.google.com/spreadsheets/d/sheet_17MYSsxo_public,Найдена (в SheetMetadata)
141,sheet_18M6bs8k_1758278363.xlsx,sheet_18M6bs8k_1758278363,,https://docs.google.com/spreadsheets/d/sheet_18M6bs8k_1758278363,Найдена (в SheetMetadata)
142,sheet_18cySstG_1758278370.xlsx,sheet_18cySstG_1758278370,,https://docs.google.com/spreadsheets/d/sheet_18cySstG_1758278370,Найдена (в SheetMetadata)
143,sheet_1CZAC0TA_1758278189.xlsx,sheet_1CZAC0TA_1758278189,,https://docs.google.com/spreadsheets/d/sheet_1CZAC0TA_1758278189,Найдена (в SheetMetadata)
144,sheet_1FHHpsQJ_public.xlsx,sheet_1FHHpsQJ_public,,https://docs.google.com/spreadsheets/d/sheet_1FHHpsQJ_public,Найдена (в SheetMetadata)
145,sheet_1FIAT6ri_1758278199.xlsx,sheet_1FIAT6ri_1758278199,,https://docs.google.com/spreadsheets/d/sheet_1FIAT6ri_1758278199,Найдена (в SheetMetadata)
146,sheet_1L4XSR4k_1758278208.xlsx,sheet_1L4XSR4k_1758278208,,https://docs.google.com/spreadsheets/d/sheet_1L4XSR4k_1758278208,Найдена (в SheetMetadata)
147,sheet_1OBjfVrv_1758278376.xlsx,sheet_1OBjfVrv_1758278376,,https://docs.google.com/spreadsheets/d/sheet_1OBjfVrv_1758278376,Найдена (в SheetMetadata)
148,sheet_1OlOPoua_1758278186.xlsx,sheet_1OlOPoua_1758278186,,https://docs.google.com/spreadsheets/d/sheet_1OlOPoua_1758278186,Найдена (в SheetMetadata)
149,sheet_1SD3YfSQ_public.xlsx,sheet_1SD3YfSQ_public,,https://docs.google.com/spreadsheets/d/sheet_1SD3YfSQ_public,Найдена (в SheetMetadata)
150,sheet_1WmKw-t2_1758278219.xlsx,sheet_1WmKw-t2_1758278219,,https://docs.google.com/spreadsheets/d/sheet_1WmKw-t2_1758278219,Найдена (в SheetMetadata)
151,sheet_1actsAoD_1758278181.xlsx,sheet_1actsAoD_1758278181,,https://docs.google.com/spreadsheets/d/sheet_1actsAoD_1758278181,Найдена (в SheetMetadata)
152,sheet_1czLDW19_1758278202.xlsx,sheet_1czLDW19_1758278202,,https://docs.google.com/spreadsheets/d/sheet_1czLDW19_1758278202,Найдена (в SheetMetadata)
153,sheet_1nav9w2d_public.xlsx,sheet_1nav9w2d_public,,https://docs.google.com/spreadsheets/d/sheet_1nav9w2d_public,Найдена (в SheetMetadata)
154,sheet_1onAKPl5_1758278373.xlsx,sheet_1onAKPl5_1758278373,,https://docs.google.com/spreadsheets/d/sheet_1onAKPl5_1758278373,Найдена (в SheetMetadata)
155,sheet_1qkWtnDW_1758278205.xlsx,sheet_1qkWtnDW_1758278205,,https://docs.google.com/spreadsheets/d/sheet_1qkWtnDW_1758278205,Найдена (в SheetMetadata)
156,test_multiple_quantities.xlsx,test_multiple_quantities,,,Не найдена
157,Вторая таблица_1757933504.xlsx,Вторая таблица_1757933504,,https://docs.google.com/spreadsheets/d/Вторая таблица_1757933504,Найдена (в SheetMetadata)
158,Мерч для Sense_1758096973.xlsx,Мерч для Sense_1758096973,,https://docs.google.com/spreadsheets/d/Мерч для Sense_1758096973,Найдена (в SheetMetadata)
